course code|link|course name|description
INF2158H|http://current.ischool.utoronto.ca/course-descriptions/inf2158h|Management of Corporate and other Special Information Centres|"Critical survey of theory and current practice pertaining to information services in special libraries. A major component of the course is a professionally supervised practicum which provides students with opportunities to apply management and information practices and skills.
Pre-requisite: 
INF1310H"
INF2159H|http://current.ischool.utoronto.ca/course-descriptions/inf2159h|Analytical and Historical Bibliography I|This course examines the book as material object, methods of production and manufacture, and how those methods can affect the transmission of the text. An introduction to the theory of scholarly bibliography and principles of bibliographical description, and the application of those principles to hand- and machine-printed books and special materials will be studied. Classes will cover historical developments in materials and printing processes, and the techniques used in analytical bibliography.
INF2161H|http://current.ischool.utoronto.ca/course-descriptions/inf2161h|History of Books and Printing|Development of the printed book in Europe and North America from the fifteenth century to the present; studies of authorship, the book trade, and readers.
INF2162H|http://current.ischool.utoronto.ca/course-descriptions/inf2162h|Rare Books and Manuscripts|"Functions, acquisition, care and maintenance of a rare book collection in the research library; consideration of special problems of bibliographical description and cataloguing; use of bibliographical tools for evaluation of materials; care of manuscript and rare book collections.
Note: 
Second year students only."
INF2165H|http://current.ischool.utoronto.ca/course-descriptions/inf2165h|Social Issues in Information and Communication Technologies|"Examination of major social issues related to the computerization of society. A unifying theme is the view of information technology as providing the means for social as well as technical control, with the various advantages and drawbacks this can mean. The social issues that are explored in greatest depth are those related to the computerization of work (displacement, skill, control, monitoring) and access to information (privacy, surveillance and freedom of information).
Additional topics may include: information infrastructure development, social vulnerability and risk, militarization, social choices in design, and the ethical responsibilities of information professionals.
Pre-requisite: 
INF1001H"
INF2167H|http://current.ischool.utoronto.ca/course-descriptions/inf2167h|Community Informatics|This course will provide a student with an overview and introduction to the emerging field of Community Informatics (CI) which is concerned with the use of Information and Communications Technologies (ICTs) to enable and empower local communities. The course will present CI in its larger theoretical, technical, social, economic and policy contexts and will link the discussion into current examples and on-going developments in the Canadian, OECD and Developing World contexts. Among the topics which will be covered are CI and Community Networking in Canada and globally, CI research and CI practice, CI and the Digital Divide, CI and Effective Use of ICTs, CI in the context of on-going development and research in Information Systems, and current research areas in CI. Students completing the class will have a good understanding of CI in relation to other areas of IS and a good background should they wish to pursue additional studies, research or practical activities in Community Networking or Community Informatics. The course will be of interest to graduate students pursuing specializations in IS, librarianship in the community, IS and Development practice and theory, and ICT policy. 
INF2169H|http://current.ischool.utoronto.ca/course-descriptions/inf2169h|User-Centred Information Systems Development|"Theoretical and practical implications for a user-centred perspective on the development of computerized information systems. Topics include user participation, alternative development methodologies, end-user computing, prototyping techniques, computer-supported cooperative work. Emphasis on the development of systems at the workgroup level using common software packages.
This course is also offered by the Knowledge Media Design Institute as KMD 2001H Human-centred Design. More information.
Pre-requisite: 
INF1003H or FIS1340 or FIS1311"
INF2170H|http://current.ischool.utoronto.ca/course-descriptions/inf2170h|Information Architecture|"The term ‘information architecture’ (IA) generally refers to how online content is structured to support effective information use. Course lectures are divided into three rubrics: Information Design Fundamentals (design principles), Information Architecture Development Process (development methods), and Professional Practice (working as an information architect). An explicitly user-centred (‘bottom-up’) approach to the development process will be taken throughout. At the end of this course, students will be able to differentiate between the various disciplines implicated explicitly or implicitly in the development of information architecture. They will be able to understand and apply basic principles of cognitive psychology, industrial design, systems analysis and human-computer interaction to the practice of information architecture. Student will also learn to apply simple user-centred methods to address information architecture problems in the context of work places and practices. Finally, students will learn to apply information architecture principles and development methods to create and refine an information architecture schema to address an information design problem, and to create a rapid prototype to demonstrate information architecture schemata. The format of the course comprises lectures, reinforced by two assignments, a quiz and a final exam.
Recommended: 
INF1002, INF1003"
INF2172H|http://current.ischool.utoronto.ca/course-descriptions/inf2172h|Readers' Advisory: Reference Work and Resources|"This course introduces students to the selected theories underlying reading studies and readers' advisory (RA); the major genres and sub-genres of fiction and non-fiction materials that comprise the core of RA work; a wide array of RA print and electronic tools; and current practices of delivering RA services in both public and academic libraries, with the focus on the former. The concept of integrated RA will be reviewed, and alternative formats for providing advisory services will be discussed (films, music, games, Living Libraries, etc.).
Recognizing that readers' advisory for children and teens/young adults requires special in-depth treatment, this course focuses only on adult readers. It is expected that by the end of the course, students will be able to (1) efficiently interview readers in order to identify their reading needs; (2) acquire an in-depth understanding of reading genres; (3) become familiar with a variety of readers' advisory tools and use them confidently and proficiently; and (4) identify opportunities and means for continuing professional development in the area of RA.
This course is for students interested in public librarianship; aspiring school media specialists; and future academic librarians who will develop collections in support of research and courses in popular genre fiction, literature, cultural anthropology, and other disciplines that recognize the importance of stories.
Pre-requisite: 
INF1310H or permission from the instructor."
INF2173H|http://current.ischool.utoronto.ca/course-descriptions/inf2173h|Information Professional Practicum|"Practica in selected aspects of professional work designed for advanced level students to strengthen and build on theoretical knowledge and to develop specialized skill in aspects of professional information work and environments through supervised experiential learning and seminar presentations.
Please click here to see a more detailed course description
Pre-requisite: 
At least four (4) required courses in your path in addition to INF1005H and INF1006H Information Workshops. 
Note: 
Offered in Winter and Summer sessions."
INF2174H|http://current.ischool.utoronto.ca/course-descriptions/inf2174h|History of Records and Records Keeping|"An exploration of the development of documentary records and records-keeping in the western world from antiquity to the present day, with particular attention to the role of recorded information in organizations (government, business, social, cultural), the relationship of records and systems of records to the workplace and to records-keeping technologies, and the role of documents in personal life. All documentary media are included.
Pre-requisite: 
INF1330 or permission of instructor 
Note: 
Not offered in 2013-2014"
INF2175H|http://current.ischool.utoronto.ca/course-descriptions/inf2175h|Managing Organizational Records I|"An introduction to principles, conceptual issues, and practical problems of managing organizational records, both paper-based and electronic. Reviews the legal, administrative, and technical environments that affect the creation, management and use of records. Discusses standards and policies that relate to organizational records and examines functional requirements for record-keeping. Identifies organizational and human factors that affect the creation and use of records. Finally, the course acquaints students with the strategies, techniques and tactics for ensuring that electronic records are captured, preserved and usable over time.
Note: 
Formerly: ""Managing Organizational Records"". No change in content."
INF2176H|http://current.ischool.utoronto.ca/course-descriptions/inf2176h|Information Management in Organizations-Models and Platforms|"The course covers both theoretical and practical aspects of managing information processes in organizations. In terms of theory, it introduces conceptual frameworks for the management of organizational information processes, including an analysis of their implications for the design and implementation of information systems and services.
On the practical side, the course introduces the capabilities and tools associated with platforms such as the World Wide Web and Intranets to enhance the effectiveness of organizational information processes.
As a course project, students work together to design an Intranet site as a platform for information and knowledge management."
INF2177H|http://current.ischool.utoronto.ca/course-descriptions/inf2177h|Information Management and Systems|"This course examines various notions of information architecture, systems architecture, and organizational architecture, and their inter-relationships and interactions. Examples will be drawn from a wide variety of systems types, including traditional information systems, document management systems, workflow systems, groupware, Internet and intranet systems, enterprise systems, data warehousing, metadata repositories, and intelligent agents. Issues will include dealing with legacy and change, enterprise-wide interoperability and beyond (e.g., e-commerce), convergence of information content and processing, and support for knowledge management. Frameworks and techniques for architectural modeling, analysis, and design will be considered.
Note: 
Formerly Architecting Information, Systems, and Organizations - No change in content."
INF2178H|http://current.ischool.utoronto.ca/course-descriptions/inf2178h|Data Analytics: Introduction, Methods and Practical Approaches (Pending Approval)|"The influx of data that is created, gathered, stored and accessed has given birth to some new areas of data analysis. The terms ""predictive analytics"", ""big data"" and ""data science"" are prevalent in scientific as well as broad audience publications and often make part of new business opportunities. Understanding the significance of techniques that perform analytics and knowing how to interpret their results offers a unique advantage in the performance of information professionals within an organization.
This course provides an introduction to the field of analytics, and therefore the extensive use of data, statistical and quantitative analysis, exploratory and predictive models to mine and discover unexpected but useful glimpses of previously unknown information. We discuss standard data mining algorithms that can be applied on both structured and unstructured data and experience their impact on decision making situations. The students will actively participate in the delivery of this course through case and project presentations.
 
Note: 
Pending Approval"
INF2180H|http://current.ischool.utoronto.ca/course-descriptions/inf2180h|Archives: Access, Advocacy and Outreach|"The purpose of this course is to provide students with an understanding of the needs of archival users, and methods for facilitating access to archival material. The course focuses on information seeking behaviour in an archival context, and the principles, design, and implementation of access and outreach services in an archives. Topics covered are: the information needs of the major user groups including historians, genealogists, administrators, media specialists and school children; remote and on-site access services that meet the needs of various user groups; user education, public programming, outreach, and archival advocacy.
Pre-requisite: 
INF1330 H or permission of instructor"
INF2181H|http://current.ischool.utoronto.ca/course-descriptions/inf2181h|Information Policy, Regulation and Law|"Introduction to policymaking and the players and stakes involved in information creation, access and use. Emphasis on the political, economic, legal and social issues affecting information and its institutions, including relevant social theory and analytical methods. The focal policy issues considered in depth will vary from year to year: e.g. government information, intellectual property, intellectual freedom, (universal) access, cultural content, community networking, and privacy.
Pre-requisite: 
INF1001H 
Note: 
Formerly Information Policy; no change in content."
INF2183H|http://current.ischool.utoronto.ca/course-descriptions/inf2183h|Knowledge Management and Systems|"Knowledge management from an information systems perspective. Analyzing information and knowledge processes in organizations. Explicit and implicit/tacit knowledge in software systems and in human social systems. Languages and models for codifying knowledge. Application of information technologies to knowledge management. Ontologies and the semantic web. Knowledge management in information systems development. Applications in selected areas such as enterprise management, e-commerce, healthcare, media, and education.
For more information, please see Prof. Yu's course outline from a previous year.
 
Pre-requisite: 
INF1341H or permission of instructor."
INF2184H|http://current.ischool.utoronto.ca/course-descriptions/inf2184h|Appraisal for Records Retention and Archives Acquisition|"Theories and methods of appraisal for records retention and archives acquisition to include managing records, constructing historical identities and pluralizing social memory. Emphasis on appraisal for archives acquisitions, including organizational and personal records in multiple formats, media and systems. The multiple uses of appraisal will be emphasized, especially in information management, record-keeping system designs, legacy conversions, and in managing change and innovation in archives. Emphasis on professionally responsible accountability to contemporaries and the future.
Pre-requisite: 
INF1330H"
INF2186H|http://current.ischool.utoronto.ca/course-descriptions/inf2186h|Metadata Schemas and Applications|With reference to different types of metadata (structural, descriptive, rights management, administrative, preservation, etc.) this course provides an examination of semantic and syntactic metadata schemas and applications across diverse domains, such as education, medicine, government information, cultural sector institutions, publishing, etc. Analyses of international metadata standards development, and a case study approach to metadata projects within a content management framework are important components of the course.
INF2189H|http://current.ischool.utoronto.ca/course-descriptions/inf2189h|Managing Organizational Records II|"This is an online course delivered through Blackboard. Students will work individually and in teams using online tools to meet with each other and complete assignments. The course will open with a live classroom session with teleconference support, and include two or three online conferencing sessions during the course. The course begins with a refresher on records concepts. This is followed by three sessions examining the records issues associated with the structured, unstructured, and web environments. Three subsequent sessions focus on the strategies required to address the issues for each of the environments. These are followed by two sessions focusing on the special topic of digital records retention and disposition and two sessions on developing enterprise-wide records management programs. Two graded ‘individual’ assignments will require each student to identify the issues they face in managing their own digital records and, by extrapolation, projecting on the kinds of issues that would be faced by a selected organization, and identifying the strategies they believe would best address the issues. Three graded group assignments are based on groups of five students working as consulting teams to identify records issues and propose strategies for both the individual recordkeeping environments and the organization as a whole.
There will be 2 face-to-face sessions: one at the beginning of the term and one at the end. Day/time to be confirmed.
Pre-requisite: 
INF2175H Managing Organizational Records I or permission of instructor 
Note: 
Formerly: ""Managing Organizational Records II: Digital Environments"". No change in content"
INF2194Y|http://current.ischool.utoronto.ca/course-descriptions/inf2194y|Information Systems Design Project|"This full course provides a student with the opportunity to carry out a medium-scale independent information systems design project under the supervision of a faculty member culminating in a substantial written report, demonstration, and/or oral presentation. The student must secure the consent of a supervisor who is a full-time faculty member affiliated with the Information Systems and Design (IS&D) path in the Masters of Information program. The design project may be identified by the student or the supervisor. The student and instructor must both be available on campus. The Information Systems Design Project course involves regular frequent meetings with work comparable to that of other full year elective courses.
INF 2194Y Information Systems Design Project Form (Fillable PDF)
Pre-requisite: 
INF1341, INF1342 and INF1343"
INF2195H|http://current.ischool.utoronto.ca/course-descriptions/inf2195h-0|Special Topics in Information Studies: Launching Information Ventures|"Private, public, for-profit and non-profit organizations require cogent and cohesive business strategies and plans in order to successfully bring their new products and services to market. iSchool students will be uniquely positioned to start and lead the firms and organizations that will commercialize the next wave of innovative products and services driving economic, cultural and social change. 
This course will give students the tools to start their own ventures or lead new ventures in the organizations they work for.  
This is an experiential course where students will learn basic business theory and concepts through the development of an actual business plan for their own business idea. Case studies will include examples from a broad spectrum of for-profit and non-profit business ventures reinforced by guest speakers who have been successful in their own ventures."
INF2198H|http://current.ischool.utoronto.ca/course-descriptions/inf2198h|Critical Histories of Information Technologies|"This seminar approaches information and communication technologies from critical and historical perspectives. We will investigate theories of the relations among technology, information, ideology, culture, and social structure, as well as methods for studying those relations.
First, we will survey the available theories and methods for understanding large scale technological systems, including the social construction of technology, technological determinism, feminist technology studies, and the political economy of information and communication. We will ask about the interests, motives, and tactics of news media, pop culture producers, amateurs, universities, corporations, and governments in promoting, sustaining, and interpreting information and communication systems.
Finally, we will ask how information systems mediate, alter, or entrench power relations and cultural practices. While our focus will be on media and information technologies, more theoretical or methodological readings will necessarily cover other systems. Case studies may include investigations of writing, the printing press, industrialized printing, telegraphy, telephony, computing, and the internet."
INF2221H|http://current.ischool.utoronto.ca/course-descriptions/inf2221h|Digital divides and information professionals: developing a critical practice|"Who benefits from the policy problem known as the ""digital divide"" and who decides? This course explores all aspects of the digital divide as policy trope from its origins in the discourses of the ""universal service"" debate through its varied and often competing representations in the discourses of the state, industry, labour, and the full range of public interest groups. Within this context, the student's knowledge of the theories, methods and practices associated with critical policy studies are developed. Particular attention is paid to the constitutive role of policy discourse in setting the public policy agenda of what merits our attention what does not. Finally, through the use of institution-specific case studies, students are given the opportunity to experiment with alternative definitions (frames) for the problem and develop appropriate policy programs for its amelioration.
Pre-requisite: 
INF1001H 
Note: 
Not offered in 2013-2014. Offered in Winter 2015."
INF2240H|http://current.ischool.utoronto.ca/course-descriptions/inf2240h|Political Economy and Cultural Studies of Information|"Explores the institutionalized production and management of the economic value in information in relation to the production of lived culture. Includes critical examinations of globalization, the knowledge economy, media ownership, indigenous knowledge, and the commodification of culture, information, and knowledge.
Recommended: 
INF1001H, INF1002H, INF1003H or INF1340H"
INF2241H|http://current.ischool.utoronto.ca/course-descriptions/inf2241h|Critical Making: Information Studies, Social Values, and Physical Computing|"The focus of this class in on evaluating and exploring current critical themes in Information Studies through both literature and hands-on work.
The course is organized around values that have been identified as key in regards to the design and implementation of socially and culturally sensitive information systems, in particular the values of privacy, autonomy, community, democracy, and social justice. Using design-based research on physical computing as an adjunct to critical scholarship in this area, we will explore how these values are expressed, debated, and resisted within the development and use of information systems.
The class has three goals: first, to critically explore the social issues inherent in technical systems; second, to acquaint students with some of the possibilities and problems of new physical and ubiquitous information technologies; and third, to help them develop basic skills in designing, making, and evaluating information systems that use these new technologies."
INF2242H|http://current.ischool.utoronto.ca/course-descriptions/inf2242h|Studying Information and Knowledge Practices|"This is a seminar-style course that engages critical theories of knowledge-making practices and methodological approaches to their study. The focus is methodological and extends from the foundational themes and topics in information and knowledge. The emphasis is on how to study these issues, rather than merely on what the issues are. Approaches include ethnographic field studies, laboratory studies, critical discourse analysis, feminist science studies, social construction of technology, actor-network theory, activity theory, and distributed cognition.
Recommended: 
INF1001H"
INF2300H|http://current.ischool.utoronto.ca/course-descriptions/inf2300h|Special Topics in Information Studies: Graphic Novels and Comic Books in the Library|"A critical examination of the development and popularity of the comic book and graphic novel, the course will focus on the history, development, evolution, and interpretation of these “texts.” The relationship between the concepts “graphic novel” or “comic book” and “popular culture” will be interrogated.
Through an investigation of the existing research, students will explore: how different audiences such as children, educators, and librarians interpret the medium, the implications for how we “read” a text, how these materials redefine current attitudes towards youth and adult literacy and how these attitudes affect collections development policies."
INF2301H|http://current.ischool.utoronto.ca/course-descriptions/inf2301h|Special Topics in Information Studies: Beyond Literacy|"This course will explore the nature of literacy and the possibility of a “post literate” future.
Visible language (writing and reading) has been transformational not only for how we communicate and preserve ideas but also for how we think. However, as a literate people we have difficulty imagining both the powerful oral cultures that preceded us (and still exist) as well as the possibility of something beyond literacy.
This course will explore the nature of oral cultures, the transformations enabled by literacy, and speculate about the concept of rich human communication beyond traditional literacy (i.e. post literacy) that might evolve from advances in computing, biotechnology, or other, as yet unimagined, developments.
Using WordPress, and other open source tools and services, the instructor and the students will explore the idea of post literacy and engage in the network-mediated realm of digital scholarship by creating, authoring, and curating a publicly available digital publication."
INF2303H|http://current.ischool.utoronto.ca/course-descriptions/inf2303h-0|Special Topics: Understanding Open Source Software|"The course will explore the production of free / open source software (“F/OSS”) — that is, software that users are allowed to modify and redistribute without paying royalties. In the recent years such software has grown in prominence. Today it includes both popular end-user software such as Mozilla Firefox and Google Chrome, as well as back-end software that today dominates in many domains of IT infrastructure (e.g., the Apache web-server and the GNU/Linux operating system). Availability of such software presents both opportunities and challenges to today’s IT professionals.
The course will help students make better use and policy decisions in regards to F/OSS, looking at it from economic, cultural, political, organizational, and technical perspectives. Some of the investigated questions will include: history of F/OSS, economics and costs of F/OSS, reasons for participation, F/OSS as a social movement, politics of F/OSS, technical infrastructure used by F/OSS projects. The course will also look at the applicability of F/OSS model to other types of information products. The course will operate as a seminar.
 
Recommended: 
INF1001H 
Note: 
Not offered 2013-2014."
INF2304H|http://current.ischool.utoronto.ca/course-descriptions/inf2304h|Special Topics in Information Studies: Trusting Records: Concepts, Methods, Perspectives|"Through a mixture of lectures and student presentations, we will:
1. Examine the concepts associated with record trustworthiness, e.g., trust, trustworthy, reliability, authenticity, evidence, proof; the methods associated with assessing and preserving record trustworthiness; and the assumptions and beliefs underpinning those concepts and methods;
2. explore how these concepts and methods are changing in the digital world; and
3. learn about perspectives on authenticity and trust drawn from disciplines outside archival studies that are relevant to it, e.g., evidence law, history, art restoration, textual criticism.
 
Pre-requisite: 
INF 1330H: Archives Concepts and Issues or INF 2175H: Managing Organizational Records I"
INF2305H|http://current.ischool.utoronto.ca/course-descriptions/inf2305h|Special Topics in Information Studies: Communication and Social Change|This course will examine historical and contemporary debates, issues and policies surrounding the use of information and communication technologies (ICTs) for social change. The course topics will encompass a range of communication media in diverse cultural, economic, political and social contexts, and specifically consider their myriad uses for development, social change and social justice.
INF2306H|http://current.ischool.utoronto.ca/course-descriptions/inf2306h|Special Topics in Information Studies: An Introduction to Service Science|"Service science is a new, interdisciplinary field that combines social science, business, and engineering knowledge needed for individuals and organizations (private, public, or nonprofit) to succeed in the shift to the service and information-based economy.
This course will investigate the nature of services, the need for interdisciplinary approaches to services innovation, and the technology and tools needed to grow services innovation. Students will review several papers, engage in discussions, facilitate case studies, complete assignments (including use of business modeling tools), and write a final paper.
Through all of these mechanisms, students will investigate and study 1) the need for services innovation and services science, 2) current research directions in services science, and 3) technologies needed to support innovation in services."
INF2311H|http://current.ischool.utoronto.ca/course-descriptions/inf2311h|Managing AudioVisual Material|"The purpose and content of this course is to provide an introduction to the world of audiovisual documents (photographs, sound recordings, moving images). This includes their history, physical makeup, stages of creation, appraisal, acquisition, arrangement and description and preservation. As well there will be a brief introduction to copyright as well as the licensing and distribution ramifications of using, exhibiting, and re-purposing AV documents. By focusing on the above knowledge set, the course will reveal how important they are in research terms both as an adjunct to other types of documents and in their own right. This exposure will make it evident that audiovisual documents deserve to be given the fullest consideration in archival and library management decision-making, as much as any other types of documents.
There will also be an examination and critical review of examples of specialized audiovisual scholarship in the form of virtual exhibitions, illustrated and multiple-media books, DVD and CD box sets. The skills and knowledge to be taken away by the student include both the theoretical knowledge described above, as well as hands-on experience working with and assessing an actual audiovisual archival collection.
Note: 
Formerly INF2308H Special Topics ... No change in content."
INF2312H|http://current.ischool.utoronto.ca/course-descriptions/inf2312h|Art Librarianship in Theory and Practice|"Art and design research has been revitalized by the revisionist impulse of visual culture analysis, which seeks to embed creativity within sociological and historical contexts. In response, art librarians must empower users to explore inter-disciplinary search tools that explore traditional aesthetic literature in relation to cultural studies.
Using case-studies to replicate practical experience with reference interactions, students will develop an understanding of how the new artistic environment informs all aspects of art librarianship from reference and instruction, to collection development and cataloguing. Issues of peer-review, artistic freedom, censorship, and intellectual property will be explored in relation to their impact on creative and intellectual production in the art and design environment.
Models of art and design libraries, archives, and museums will be analyzed in their differing roles in supporting creative activity.
Pre/Co-requisite: 
INF/FIS1310 
Note: 
Formerly INF2302H Special Topics... No change in content. Offered every other year. Not offered in 2013/14."
INF2320H|http://current.ischool.utoronto.ca/course-descriptions/inf2320h|Remix Culture|"In this course, we will approach remix culture from many perspectives: as a genre, as an aesthetic, as an analytic framework, as a set of existing practices, and as a sort of cultural movement.
We will examine core concepts, theories and practices involved in remix culture(s), focusing on the ways in which these practices implicate issues and questions that are central to developing a better understanding of the information society: from the alleged rise of piracy and plagiarism in the digital age, to growing concerns about the enclosure of the commons, to enduring hopes about the potential democratization of cultural production and distribution. The course design revolves heavily around experiential learning.
Students in this course will take part in a collaborative “remixing” of the syllabus, determining the order in which the weekly topics will be examined, and thereby having a significant impact on their own learning trajectories and how themes are paired and juxtaposed within lectures and class discussions.
 
Note: 
This course includes 5 screenings which will be scheduled immediately after class. Specific dates TBA. Please allow approx. 2.5-3 hours for each screening and discussion."
INF2330H|http://current.ischool.utoronto.ca/course-descriptions/inf2330h|Information Ethnography|"The course focuses on identifying and understanding what is ""informational"" in any setting. Students will develop sharpened vision to discern informational patterns, that is, an ability to trace what Bates (1999) calls the ""red thread"" of information pervading life. To this end, the course involves a fusion of information theory and ethnographic method that is then applied by each student to an independent Research Project. Theories, models, and concepts will be introduced from the literature of Information Seeking and Use (ISU). Students will learn the fundamentals of ethnographic research. Featured Contexts will be profiled and considered as exemplar information experiences in context. As the semester unfolds, students will refine their observational and analytical skills through an exploratory, ethnographic Research Project about the information experience within a context of personal interest or career relevance.
Pre-requisite: 
INF1240H Research Methods 
Note: 
2012 - Title change: The Information Experience in Context. Formerly Special Topics... FIS/INF 2305H; no change in content"
INF2331H|http://current.ischool.utoronto.ca/course-descriptions/inf2331h|The Future of the Book|"This course considers the history and possible futures of books in a digital world. In this course ""the book"" is interpreted broadly, meaning not just an object with covers and pages, but also an evolving metaphor for conceptual frameworks for knowledge, and a metonym that brings together many different technologies, institutions, and cultural practices. The course introduces students to interdisciplinary approaches such as book history, textual studies, history of reading, and digital humanities, with an emphasis on balancing theoretical speculation with practical implementation. Readings will survey topics such as the ontology of born-digital artifacts, critical assessment of digitization projects, collaborative knowledge work, reading devices (old and new), e-book interface design, text/image/multimedia relationships, theories and practices of markup, the gendering of technologies, the politics of digital archiving, the materiality of texts, and the epistemology of digital tools. Students will also receive a practical introduction to XML markup and visualization tools.
Note: 
formerly Introduction to Digital Humanities; no change in content"
INF2332H|http://current.ischool.utoronto.ca/course-descriptions/inf2332h|Information Behaviour|"Information behaviour is the currently preferred term used to describe the many ways in which human beings interact with information, in particular the ways in which people seek and utilize information (Bates, 2010). An understanding of information behaviour is central to work in the information professions and knowledge-based industries. For more than 75 years information behaviour research has been conducted in the field of library and information studies.
This course is organized as two units to introduce students to information behaviour using contrasting pedagogical and epistemological strategies. Unit I: Foundations (sessions 1-5) surveys the history and major theories, models, and concepts of information behaviour, drawing from the library and information studies literature and its traditional cognitive paradigm. Building upon this platform, Unit II: Integrative Topics (sessions 6-12) approaches information behaviour within diverse contexts and from contemporary vantage points that are more holistic, social, and interdisciplinary.
The dual approaches to information behaviour caters to a diversity of student learning styles, interests, and aspirations and represent iSchool ideals; further, it generates the ability to both analyze and sensitively understand the human information experience.
Pre-requisite: 
This is an advanced course. Students are required to have completed INF1310; or permission must be granted from the instructor."
INF3001H|http://current.ischool.utoronto.ca/course-descriptions/inf3001h|Research in Information: Foundations|"An introduction to, exploration of, and examination of the fundamental intellectual landscape of information research. Topics include: (i) an historically, conceptually and methodologically grounded understanding of the use of concepts of information and knowledge across the academy (in philosophy, history, social science, politics, engineering, etc.); and (ii) contemporary uses of 'information' as a substantial theoretical notion, both in the world in general (e.g., in public political discourse, in such constructions as “the information or knowledge age, economy, society, etc.”), and in such fields as political theory, biology, medicine, computing, etc.
Note: 
Enrolled in PhD program or permission from instructor"
INF3002H|http://current.ischool.utoronto.ca/course-descriptions/inf3002h|Research in Information: Contemporary Issues|"In-depth critical discussion of (at most) three or four topics that are being explored in multiple contemporary information research projects. Topics vary from year to year, chosen not only in terms of importance, contemporary impact, and theoretical salience, but also so as to provide full representation of a diversity of methods, frameworks, literatures, and epistemic styles.
Pre-requisite: 
INF3001H 
Note: 
Enrolled in PhD program or permission by instructor"
INF3003H|http://current.ischool.utoronto.ca/course-descriptions/inf3003h|Research in Information: Frameworks and Methods|"A systematic introduction to and analysis of the conceptual frameworks and methods (analytic, empirical, evaluative, etc.) employed in information research. Approaches to be considered to be selected from among: (i) discursive (cultural studies, literary theory, continental philosophy; (ii) science and engineering (computer science, HCI); (iii) conceptual (philosophy, mathematical); (iv) qualitative (social science), and (v) quantitative (social science).
Pre-requisite: 
INF3001H 
Note: 
Enrolled in PhD program or permission by instructor"
INF3006Y|http://current.ischool.utoronto.ca/course-descriptions/inf3006y|Thesis Proposal Preparation|"Independent reading by student supplemented by regularly scheduled one-on-one meetings with advisor, the details of which will be spelled out in a contract jointly prepared by the student and advisor.
Pre-requisite: 
INF3001H and INF3002H"
INF3007Y|http://current.ischool.utoronto.ca/course-descriptions/inf3007y|Colloquium I|"Students will identify at least eight colloquia each term for critical engagement and response. At least four of these will be from the Faculty of Information’s Colloquium Series. Students will respond to each of these, addressing issues such as quality of research, quality of presentation, and usefulness of research to the student’s own research, to information scholarship generally, and to current issues of public importance. Response may be in the form of blog entries, wikis, or seminar discussions.
Fall 2013 meeting dates - TBA
Winter 2014 meeting dates - TBA"
INF3008Y|http://current.ischool.utoronto.ca/course-descriptions/inf3008y|Colloquium II|"Students will identify at least eight colloquia each term for critical engagement and response. At least four of these will be from the Faculty of Information’s Colloquium Series. Students will respond to each of these, addressing issues such as quality of research, quality of presentation, usefulness of research to the student’s own research, to information scholarship generally, and to current issues of public importance. Response may be in the form of blog entries, wikis, or seminar discussions.
Fall 2013 meeting dates - TBA
Winter 2014 meeting dates - TBA
 
 
Pre-requisite: 
INF3005Y"
INF3015H|http://current.ischool.utoronto.ca/course-descriptions/inf3015h|Reading Course|A reading course in a special field to be carried out under the supervision of a member of the faculty (With the permission of the Graduate Coordinator). See Reading Courses for further details.
JIE1001H|http://current.ischool.utoronto.ca/course-descriptions/jie1001h|Seminar in Identity, Privacy and Security|"Fall 2013 offering:
The electric smart grid promises increased capacity, reliability and efficiency through the marriage of cyber technology with the existing electricity network. This integration, however, creates a new host of vulnerabilities stemming from cyber or physical intrusion potentially leading to devastating physical effects. The security of a system is as strong as its weakest link. Thus, the scale and complexity of the smart grid, along with its increased connectivity and automation make the task of cyber-physical protection particularly challenging. This course introduces students to timely topics in security and privacy of modern power systems. After an introduction to common communications security practices and select basics of power systems, the unique communication and computational protection needs of the emerging smart grid are characterized. Timely cyber-physical security and privacy solutions based on research papers and technical reports are surveyed.
Note: 
formerly FIS2198 Security Policy: Seminar in Security Technology and Policy"
KMD1001H|http://current.ischool.utoronto.ca/course-descriptions/kmd1001h|Knowledge Media Design: Fundamental Concepts|Knowledge media are systems incorporating computer and communications technology that enhance human thinking, creativity, communication, collaboration, and learning. Examples include the Web, email, instant messaging, blogging systems, knowledge management systems, digital libraries, collaborative virtual environments, video conferencing environments, and webcasting systems. More information.
KMD1002H|http://current.ischool.utoronto.ca/course-descriptions/kmd1002h|Knowledge Media Design: Contexts and Practices|This course is a theme-based Pro-seminar course for KMD Collaborative Program students combining lectures, public seminars, and participation in online discussions. Students who successfully complete the course will receive a Credit on their transcript rather than a specific grade. More information.
KMD2001H|http://current.ischool.utoronto.ca/course-descriptions/kmd2001h|User-Centred Information System Development|"Theoretical and practical implications for a user-centred perspective on the development of computerized information systems. Topics include user participation, alternative development methodologies, end-user computing, prototyping techniques, computer-supported cooperative work. Emphasis on the development of systems at the workgroup level using common software packages. More information.
Pre-requisite: 
INF1003H or FIS1340 or FIS1311"
KMD2002H|http://current.ischool.utoronto.ca/course-descriptions/kmd2002h|Technologies for Knowledge Media|Our goal in this course is to gain experience in designing knowledge media, with a focus on case studies in communication, collaboration, and information access. More information.
